Date,Open,High,Low,Close,Adj Close,Volume
2000-04-27,789.070007,793.48999,774.609985,790.700012,790.700012,1111000000
2000-04-28,790.700012,796.059998,778.809998,781.419983,781.419983,984600000
2000-05-01,781.419983,799.059998,781.419983,791.119995,791.119995,966300000
2000-05-02,791.119995,791.119995,778.820007,779.25,779.25,1011500000
2000-05-03,779.25,779.25,751.539978,761.179993,761.179993,991600000
2000-05-04,761.179993,764.369995,754.289978,756.809998,756.809998,925800000
2000-05-05,757,773.47998,754.080017,769.789978,769.789978,805500000
2000-05-08,769.789978,769.789978,759.309998,763.590027,763.590027,787600000
2000-05-09,763.590027,768.48999,752.01001,757.820007,757.820007,896600000
2000-05-10,757.820007,757.820007,735.460022,739.909973,739.909973,1006400000
2000-05-11,739.909973,756.030029,739.909973,754.73999,754.73999,953600000
2000-05-12,754.73999,767.530029,754.73999,761.669983,761.669983,858200000
2000-05-15,761.669983,776.539978,756.169983,776.530029,776.530029,854600000
2000-05-16,776.530029,787.609985,775.669983,784.22998,784.22998,955500000
2000-05-17,784.22998,784.22998,769.450012,772.530029,772.530029,820500000
2000-05-18,772.530029,778.320007,765.950012,766.830017,766.830017,807900000
2000-05-19,766.830017,766.830017,748.710022,752.950012,752.950012,853700000
2000-05-22,752.950012,754.289978,730.01001,748.039978,748.039978,869000000
2000-05-23,748.039978,750.210022,732.23999,732.549988,732.549988,869900000
2000-05-24,732.549988,749.140015,724.75,747.099976,747.099976,1152300000
2000-05-25,747.099976,753.890015,731.950012,736.950012,736.950012,984500000
2000-05-26,736.950012,742.429993,730.619995,736.080017,736.080017,722600000
2000-05-30,736.080017,761.419983,736.080017,761.419983,761.419983,844200000
2000-05-31,761.419983,769.48999,757.919983,761.549988,761.549988,960500000
2000-06-01,761.549988,777.590027,761.549988,777.590027,777.590027,960100000
2000-06-02,777.590027,796.830017,777.590027,792.690002,792.690002,1162400000
2000-06-05,792.690002,794.76001,788,790.75,790.75,838600000
2000-06-06,790.75,790.75,781.059998,783.390015,783.390015,950100000
2000-06-07,783.390015,794.130005,780.940002,791.130005,791.130005,854600000
2000-06-08,791.130005,794.030029,782.72998,785.330017,785.330017,854300000
2000-06-09,785.330017,790.549988,779.080017,779.700012,779.700012,786000000
2000-06-12,779.700012,784.039978,774.25,774.25,774.25,774100000
2000-06-13,774.25,790.130005,772.349976,789.429993,789.429993,935900000
2000-06-14,789.429993,798.01001,788.48999,790.349976,790.349976,929700000
2000-06-15,790.349976,801.549988,790.349976,798.880005,798.880005,1011400000
2000-06-16,798.880005,800.01001,787.179993,788.73999,788.73999,1250800000
2000-06-19,788.73999,804.950012,788.73999,802.909973,802.909973,921700000
2000-06-20,802.909973,803.780029,794.080017,797.559998,797.559998,1031500000
2000-06-21,797.559998,802.030029,792.47998,800,800,1009600000
2000-06-22,800,800,783.049988,785.090027,785.090027,1022700000
2000-06-23,785.090027,790.48999,780,781.070007,781.070007,847600000
2000-06-26,781.070007,791.630005,781.070007,789.210022,789.210022,889000000
2000-06-27,789.210022,792.669983,784.940002,784.940002,784.940002,1042500000
2000-06-28,784.940002,795.859985,784.940002,788,788,1095100000
2000-06-29,788,788,775.01001,779.73999,779.73999,1110900000
2000-06-30,779.73999,790.27002,776.26001,790.25,790.25,1459700000
2000-07-03,790.25,796.27002,787.01001,796.030029,796.030029,451900000
2000-07-05,796.030029,796.030029,782.109985,783.369995,783.369995,1019300000
2000-07-06,783.369995,792.580017,780.169983,789.919983,789.919983,947300000
2000-07-07,789.919983,805.719971,789.919983,803,803,931700000
2000-07-10,803,805.840027,798.72998,799.590027,799.590027,838700000
2000-07-11,799.590027,807.049988,794.960022,801.049988,801.049988,980500000
2000-07-12,801.049988,809.090027,801.01001,805.909973,805.909973,1001200000
2000-07-13,805.909973,810.900024,804.090027,808.030029,808.030029,1026800000
2000-07-14,808.030029,815.559998,807.359985,815.52002,815.52002,960600000
2000-07-17,815.52002,820.929993,812.719971,817.75,817.75,906000000
2000-07-18,817.75,817.75,806.130005,807.190002,807.190002,908300000
2000-07-19,807.190002,809.080017,801.590027,802.950012,802.950012,909400000
2000-07-20,802.950012,814.72998,802.710022,813.090027,813.090027,1064600000
2000-07-21,813.090027,813.090027,802,804.549988,804.549988,968300000
2000-07-24,804.549988,808.150024,795.73999,795.830017,795.830017,880300000
2000-07-25,795.830017,803.809998,795.830017,802.440002,802.440002,969400000
2000-07-26,802.440002,802.440002,791.190002,791.190002,791.190002,1235800000
2000-07-27,791.190002,799.98999,789.080017,793.039978,793.039978,1156400000
2000-07-28,793.039978,798.200012,771.960022,776.179993,776.179993,980000000
2000-07-31,776.179993,786.650024,776.070007,782.640015,782.640015,952600000
2000-08-01,782.640015,788.080017,780.73999,784.01001,784.01001,938700000
2000-08-02,784.01001,790.940002,781.51001,783.02002,783.02002,986300000
2000-08-03,783.02002,793.390015,776.710022,791.140015,791.140015,1095600000
2000-08-04,791.140015,796.380005,789.530029,795.849976,795.849976,956000000
2000-08-07,795.849976,805.51001,794.869995,803.719971,803.719971,854800000
2000-08-08,803.719971,806.77002,799.400024,805.960022,805.960022,992200000
2000-08-09,805.960022,811.76001,805.140015,807.059998,807.059998,1054000000
2000-08-10,807.059998,807.549988,798.929993,799.039978,799.039978,940800000
2000-08-11,799.039978,807.429993,794.559998,804.75,804.75,835500000
2000-08-14,804.75,816.599976,803.119995,816.340027,816.340027,783800000
2000-08-15,816.340027,816.469971,810.309998,811.809998,811.809998,895900000
2000-08-16,811.809998,816.440002,803.76001,806.909973,806.909973,929800000
2000-08-17,806.909973,817.039978,806.549988,815.090027,815.090027,922400000
2000-08-18,815.090027,817.929993,812.090027,813.640015,813.640015,821400000
2000-08-21,813.640015,820.599976,812.599976,818.440002,818.440002,731600000
2000-08-22,818.440002,824.849976,818.059998,818.580017,818.580017,818800000
2000-08-23,818.580017,823.710022,814.02002,822.809998,822.809998,871000000
2000-08-24,822.809998,826.650024,819.900024,825.150024,825.150024,837100000
2000-08-25,825.150024,827.840027,822.940002,823.549988,823.549988,685600000
2000-08-28,823.549988,834.940002,823.549988,829.190002,829.190002,733600000
2000-08-29,829.190002,830.280029,825.460022,827.299988,827.299988,795600000
2000-08-30,827.299988,827.299988,819.47998,820.929993,820.929993,818400000
2000-08-31,820.929993,832.179993,820.929993,827.409973,827.409973,1056600000
2000-09-01,827.409973,834.809998,827.409973,829.830017,829.830017,767700000
2000-09-05,829.830017,829.830017,821.380005,823.48999,823.48999,838500000
2000-09-06,823.48999,825.080017,814.109985,814.280029,814.280029,995100000
2000-09-07,814.280029,820.549988,814.280029,818.030029,818.030029,985500000
2000-09-08,818.030029,818.030029,810.559998,812.900024,812.900024,961000000
2000-09-11,812.900024,818.419983,804.76001,808.119995,808.119995,899300000
2000-09-12,808.119995,811.789978,801.099976,802.570007,802.570007,991200000
2000-09-13,802.570007,804.48999,795.789978,803.02002,803.02002,1068300000
2000-09-14,803.02002,808.429993,796.73999,799.340027,799.340027,1014000000
2000-09-15,799.340027,799.340027,786.539978,789.77002,789.77002,1268400000
2000-09-18,789.77002,791.159973,777.140015,778.929993,778.929993,962500000
2000-09-19,778.929993,788.679993,778.929993,787.77002,787.77002,1024900000
2000-09-20,787.77002,788.580017,771.450012,782.549988,782.549988,1104000000
2000-09-21,782.549988,782.549988,772.659973,780.390015,780.390015,1105400000
2000-09-22,780.390015,780.390015,760.440002,774.080017,774.080017,1185500000
2000-09-25,774.080017,779.099976,763.469971,766.01001,766.01001,982400000
2000-09-26,766.01001,771.359985,756.210022,756.869995,756.869995,1106600000
2000-09-27,756.869995,763.679993,754.840027,758.630005,758.630005,1174700000
2000-09-28,758.630005,775.380005,756.950012,773.320007,773.320007,1206200000
2000-09-29,773.320007,773.320007,759.419983,759.830017,759.830017,1197100000
2000-10-02,759.830017,768.52002,759.119995,763.26001,763.26001,1051200000
2000-10-03,763.26001,774.090027,757.150024,758.030029,758.030029,1098100000
2000-10-04,758.030029,765.530029,751.169983,762.030029,762.030029,1167400000
2000-10-05,762.030029,768.409973,760.809998,764.450012,764.450012,1176100000
2000-10-06,764.450012,768.460022,743.090027,750.969971,750.969971,1150100000
2000-10-09,750.969971,751.400024,741.359985,744.22998,744.22998,716600000
2000-10-10,744.22998,748.659973,735.409973,737.679993,737.679993,1044000000
2000-10-11,737.679993,737.679993,714.47998,724.02002,724.02002,1387500000
2000-10-12,724.02002,729.97998,702.52002,703.679993,703.679993,1388600000
2000-10-13,703.679993,729.01001,701.690002,729.01001,729.01001,1223900000
2000-10-16,729.01001,729.869995,720.570007,725.47998,725.47998,1005400000
2000-10-17,725.47998,729.409973,707.73999,711.719971,711.719971,1161500000
2000-10-18,711.719971,714.460022,685.549988,706.77002,706.77002,1441700000
2000-10-19,706.77002,734.469971,706.77002,733.890015,733.890015,1297900000
2000-10-20,733.890015,745.77002,729.22998,738.159973,738.159973,1177400000
2000-10-23,738.159973,741.169983,729.679993,734.349976,734.349976,1046800000
2000-10-24,734.349976,747.369995,731.830017,738.419983,738.419983,1158600000
2000-10-25,738.419983,738.419983,718.210022,719.140015,719.140015,1315600000
2000-10-26,719.140015,725.320007,705.51001,720.619995,720.619995,1303800000
2000-10-27,720.619995,729.25,719.460022,726.179993,726.179993,1086300000
2000-10-30,726.179993,736.210022,722.380005,732.77002,732.77002,1186500000
2000-10-31,732.77002,752.429993,732.77002,750.929993,750.929993,1366400000
2000-11-01,750.929993,753.440002,741.909973,748.390015,748.390015,1206800000
2000-11-02,748.390015,755.570007,748.390015,753.52002,753.52002,1167700000
2000-11-03,753.52002,755.849976,749.150024,751.700012,751.700012,997700000
2000-11-06,753.849976,759.140015,752.77002,755.440002,755.440002,930900000
2000-11-07,755.440002,760.289978,751.549988,756.299988,756.299988,880900000
2000-11-08,756.299988,760.450012,742.97998,743.320007,743.320007,909300000
2000-11-09,743.320007,743.320007,721.789978,739.210022,739.210022,1111000000
2000-11-10,739.210022,739.210022,719.109985,719.109985,719.109985,962500000
2000-11-13,719.109985,719.130005,698.77002,712.159973,712.159973,1129300000
2000-11-14,712.159973,734.669983,712.159973,729.669983,729.669983,1118800000
2000-11-15,729.669983,738.130005,725.190002,733.299988,733.299988,1066800000
2000-11-16,733.299988,736.820007,722.840027,724.179993,724.179993,956300000
2000-11-17,724.179993,733.049988,717.02002,725.090027,725.090027,1070400000
2000-11-20,725.090027,725.090027,709.159973,710.039978,710.039978,955800000
2000-11-21,710.039978,718.72998,706.25,713.700012,713.700012,1137100000
2000-11-22,713.700012,713.75,700.390015,700.719971,700.719971,963200000
2000-11-24,700.719971,712.650024,700.719971,711.159973,711.159973,404870000
2000-11-27,711.159973,724.840027,711.159973,714.780029,714.780029,946100000
2000-11-28,714.780029,720.280029,707.919983,708.469971,708.469971,1028200000
2000-11-29,708.469971,718.330017,704.919983,712.469971,712.469971,402100000
2000-11-30,712.469971,712.469971,684.299988,697.280029,697.280029,1186530000
2000-12-01,697.280029,708.690002,691.799988,695.98999,695.98999,1195200000
2000-12-04,695.98999,706.140015,693.440002,701.27002,701.27002,1103000000
2000-12-05,701.27002,732.090027,701.27002,732.090027,732.090027,900300000
2000-12-06,732.090027,732.090027,714.23999,717.25,717.25,1399300000
2000-12-07,717.25,717.289978,708.640015,710.289978,710.289978,1128000000
2000-12-08,710.289978,732.789978,710.289978,727.059998,727.059998,1358300000
2000-12-11,727.059998,739.710022,725.549988,733.969971,733.969971,1202400000
2000-12-12,733.969971,733.969971,727.52002,728.909973,728.909973,1083400000
2000-12-13,728.909973,737.23999,719.340027,720.590027,720.590027,1195100000
2000-12-14,720.590027,721.369995,710.539978,710.669983,710.669983,1061300000
2000-12-15,710.669983,710.669983,687.090027,689.47998,689.47998,156110000
2000-12-18,689.47998,701.159973,689.47998,694.349976,694.349976,1189900000
2000-12-19,694.349976,709.380005,686.47998,686.849976,686.849976,1324900000
2000-12-20,686.849976,686.849976,660.619995,661.5,661.5,1421600000
2000-12-21,661.5,674.710022,656.679993,668.580017,668.580017,1449900000
2000-12-22,668.580017,684.549988,668.580017,684.22998,684.22998,1087100000
2000-12-26,684.23999,690.640015,679.52002,687,687,806500000
2000-12-27,687,693.380005,683.780029,691.179993,691.179993,1092700000
2000-12-28,691.179993,694.179993,688.619995,692.289978,692.289978,1015300000
2000-12-29,692.289978,695.090027,684.440002,686.450012,686.450012,1035500000
2001-01-02,686.450012,686.450012,662.559998,667.130005,667.130005,1129400000
2001-01-03,667.130005,704.590027,664.559998,703.969971,703.969971,188070000
2001-01-04,703.969971,709.679993,698.580017,700.919983,700.919983,216940000
2001-01-05,700.919983,701.849976,680.109985,681.710022,681.710022,1430800000
2001-01-08,681.710022,681.710022,667.280029,677.309998,677.309998,1115500000
2001-01-09,677.309998,686.650024,676.070007,679.450012,679.450012,1191300000
2001-01-10,679.450012,685.130005,671.590027,684.780029,684.780029,1296500000
2001-01-11,684.780029,696.469971,682.950012,693.400024,693.400024,1411200000
2001-01-12,693.400024,696.380005,684.109985,687.880005,687.880005,1276000000
2001-01-16,687.880005,693.830017,684.799988,693.049988,693.049988,1205700000
2001-01-17,693.049988,703.150024,689.609985,691.97998,691.97998,1349100000
2001-01-18,691.97998,707.190002,691.580017,704,704,1445000000
2001-01-19,704,710.780029,701.059998,705.22998,705.22998,1407800000
2001-01-22,705.22998,710.450012,698.390015,703.169983,703.169983,1164000000
2001-01-23,703.169983,713.450012,700.390015,712.039978,712.039978,1232600000
2001-01-24,712.039978,717.200012,710.710022,714.330017,714.330017,1309000000
2001-01-25,714.330017,717.320007,709.969971,710.809998,710.809998,1258000000
2001-01-26,710.809998,710.809998,703.219971,709.059998,709.059998,1098000000
2001-01-29,709.049988,712.559998,705.710022,711.549988,711.549988,1053100000
2001-01-30,711.549988,719.73999,708.76001,718.460022,718.460022,1149800000
2001-01-31,718.460022,725.419983,714.299988,715.200012,715.200012,1295300000
2001-02-01,715.200012,719.700012,711.25,719.700012,719.700012,1118800000
2001-02-02,719.700012,720.450012,705.080017,705.47998,705.47998,1048400000
2001-02-05,705.47998,709.969971,703.849976,709.659973,709.659973,1013000000
2001-02-06,709.659973,714.960022,707.47998,708.52002,708.52002,1059600000
2001-02-07,708.52002,708.530029,697.130005,700.77002,700.77002,1158300000
2001-02-08,700.969971,704.73999,694.320007,694.320007,694.320007,1107200000
2001-02-09,694.320007,694.320007,679.47998,682.349976,682.349976,1075500000
2001-02-12,682.349976,692.320007,682.109985,692.059998,692.059998,1012300000
2001-02-13,692.059998,695.960022,684.039978,684.75,684.75,1075200000
2001-02-14,684.75,685.619995,676.280029,682.679993,682.679993,1150300000
2001-02-15,682.679993,690.890015,682.679993,688.5,688.5,1153700000
2001-02-16,688.5,688.5,670.039978,675.419983,675.419983,1257200000
2001-02-20,675.419983,679.080017,660.849976,661.359985,661.359985,1112200000
2001-02-21,661.359985,663.609985,646.27002,647.599976,647.599976,1208500000
2001-02-22,647.599976,650.960022,634.109985,647.289978,647.289978,1365900000
2001-02-23,647.289978,647.289978,626.830017,642.640015,642.640015,1231300000
2001-02-26,642.640015,655.830017,639.830017,655.799988,655.799988,1130800000
2001-02-27,655.799988,659.099976,647.210022,650.969971,650.969971,1114100000
2001-02-28,650.969971,653.960022,635.039978,640.710022,640.710022,1225300000
2001-03-01,640.710022,641.47998,625.640015,641.380005,641.380005,1294900000
2001-03-02,641.380005,643.840027,628.549988,633.890015,633.890015,1294000000
2001-03-05,633.890015,639.210022,633.890015,638.429993,638.429993,929200000
2001-03-06,638.429993,653.210022,638.429993,645.450012,645.450012,1091800000
2001-03-07,645.450012,652.039978,645.450012,650.719971,650.719971,1132200000
2001-03-08,650.719971,653.440002,647.039978,651.460022,651.460022,1114100000
2001-03-09,651.460022,651.460022,629.650024,633.400024,633.400024,1085900000
2001-03-12,633.400024,633.400024,598.450012,601.51001,601.51001,1229000000
2001-03-13,601.51001,613.72998,598.799988,613.51001,613.51001,1360900000
2001-03-14,613.51001,613.51001,589.890015,596.099976,596.099976,1397400000
2001-03-15,596.099976,605.359985,596.099976,600.710022,600.710022,1259500000
2001-03-16,600.710022,600.710022,586.929993,587.98999,587.98999,157090000
2001-03-19,587.98999,599.809998,585.960022,597.669983,597.669983,1126200000
2001-03-20,597.669983,604.059998,581.650024,581.929993,581.929993,1235900000
2001-03-21,581.929993,586,567.950012,569.969971,569.969971,1346300000
2001-03-22,569.969971,571.030029,548.159973,567.659973,567.659973,176750000
2001-03-23,567.659973,581.940002,567.659973,580.710022,580.710022,1364900000
2001-03-26,580.710022,592.26001,580.710022,588.450012,588.450012,1114000000
2001-03-27,588.450012,606.349976,587.690002,605.580017,605.580017,1314200000
2001-03-28,605.580017,605.580017,584.869995,588.309998,588.309998,1333400000
2001-03-29,588.309998,592.659973,577.75,584.900024,584.900024,1234500000
2001-03-30,584.900024,593.159973,582.849976,591.630005,591.630005,1280800000
2001-04-02,591.630005,597.179993,579.469971,584.400024,584.400024,1204200000
2001-04-03,584.409973,584.409973,559.119995,562.380005,562.380005,1386100000
2001-04-04,562.380005,569.75,554.469971,560.98999,560.98999,1425590000
2001-04-05,560.98999,588.52002,560.98999,588.52002,588.52002,1368000000
2001-04-06,588.52002,588.52002,571.869995,577.349976,577.349976,1266800000
2001-04-09,577.349976,586.669983,575.299988,581.469971,581.469971,1062800000
2001-04-10,581.469971,601.01001,581.469971,597.849976,597.849976,1349600000
2001-04-11,597.849976,606.340027,595.179993,598.450012,598.450012,1290300000
2001-04-12,598.450012,608.25,594.140015,608.25,608.25,1102000000
2001-04-16,608.25,608.539978,598.909973,605.98999,605.98999,913900000
2001-04-17,605.98999,612.359985,599.890015,611.780029,611.780029,1109600000
2001-04-18,611.780029,644.869995,611.780029,639.330017,639.330017,191890000
2001-04-19,639.330017,649.049988,637.630005,649.030029,649.030029,1486800000
2001-04-20,649.039978,649.690002,638.849976,643.659973,643.659973,1338700000
2001-04-23,643.659973,643.659973,629.849976,633.890015,633.890015,1012600000
2001-04-24,633.880005,639,625.570007,625.73999,625.73999,1216500000
2001-04-25,625.73999,637.549988,624.679993,635.590027,635.590027,1203600000
2001-04-26,635.590027,647.280029,635.590027,640.289978,640.289978,1345200000
2001-04-27,640.289978,649.109985,640.289978,649.109985,649.109985,1091300000
2001-04-30,649.109985,657.26001,643.219971,645.469971,645.469971,1226000000
2001-05-01,645.469971,655.559998,642.929993,655.549988,655.549988,1181300000
2001-05-02,655.549988,660.309998,651.380005,657.330017,657.330017,1342200000
2001-05-03,657.330017,657.330017,643.159973,647.75,647.75,1137900000
2001-05-04,647.75,659.419983,639.409973,658.73999,658.73999,1082100000
2001-05-07,658.73999,661.130005,654.640015,657.460022,657.460022,949000000
2001-05-08,658.880005,659.190002,650.900024,656.390015,656.390015,1006300000
2001-05-09,656.390015,656.390015,647.969971,652.140015,652.140015,1132400000
2001-05-10,652.140015,658.849976,651.099976,651.419983,651.419983,1056700000
2001-05-11,651.419983,652.679993,642.609985,645.429993,645.429993,906200000
2001-05-14,645.429993,648.169983,642.97998,647.469971,647.469971,858200000
2001-05-15,647.469971,650.400024,643.799988,646.26001,646.26001,1071800000
2001-05-16,646.26001,665.130005,642.460022,664.599976,664.599976,1405300000
2001-05-17,664.599976,670.419983,663.130005,665.580017,665.580017,1355600000
2001-05-18,665.580017,668.380005,661.669983,668.380005,668.380005,1130800000
2001-05-21,668.380005,678.77002,665.419983,678.599976,678.599976,1174900000
2001-05-22,678.599976,680.030029,674.890015,676.059998,676.059998,1260400000
2001-05-23,676.059998,676.059998,664.900024,665.190002,665.190002,1134800000
2001-05-24,665.190002,668.73999,661.01001,668.299988,668.299988,1100700000
2001-05-25,668.299988,668.299988,657.48999,658.289978,658.289978,828100000
2001-05-29,658.289978,659.630005,651.960022,652.900024,652.900024,1026000000
2001-05-30,652.900024,652.900024,641.820007,642.960022,642.960022,1158600000
2001-05-31,642.960022,650.130005,642.01001,646.22998,646.22998,1226600000
2001-06-01,646.22998,652.390015,642.429993,649.609985,649.609985,1015000000
2001-06-04,649.609985,654.48999,647.630005,654.47998,654.47998,836500000
2001-06-05,654.47998,663.929993,654.049988,662.090027,662.090027,1116800000
2001-06-06,662.090027,662.090027,654.320007,655.070007,655.070007,1061900000
2001-06-07,655.070007,658.700012,651.929993,658.590027,658.590027,1089600000
2001-06-08,658.590027,658.719971,648.969971,651.919983,651.919983,726200000
2001-06-11,651.919983,651.919983,643.419983,646.590027,646.590027,870100000
2001-06-12,646.590027,650.580017,635.869995,647.549988,647.549988,1136500000
2001-06-13,647.549988,649.75,639.789978,639.919983,639.919983,1063600000
2001-06-14,639.919983,639.919983,628.98999,629.419983,629.419983,1242900000
2001-06-15,629.419983,629.950012,619.580017,626.630005,626.630005,1635550000
2001-06-18,626.630005,630.929993,624.460022,624.469971,624.469971,1111600000
2001-06-19,624.469971,634.400024,624.179993,626.659973,626.659973,1184900000
2001-06-20,626.659973,635.73999,625.47998,634.049988,634.049988,1350100000
2001-06-21,634.049988,644.469971,632.47998,642.969971,642.969971,1546820000
2001-06-22,642.969971,643.369995,634.109985,636.150024,636.150024,1189200000
2001-06-25,636.150024,640.049988,629.23999,632.030029,632.030029,1050100000
2001-06-26,632.030029,632.030029,623.849976,629.539978,629.539978,1198900000
2001-06-27,629.539978,631.330017,624.619995,626.690002,626.690002,1162100000
2001-06-28,626.690002,640.630005,626.690002,635.580017,635.580017,1327300000
2001-06-29,635.580017,640.940002,631.039978,632.02002,632.02002,1832360000
2001-07-02,632.02002,642.080017,632.02002,639.960022,639.960022,1128300000
2001-07-03,639.940002,639.940002,636.219971,638.549988,638.549988,622110000
2001-07-05,638.549988,638.549988,628.51001,628.559998,628.559998,934900000
2001-07-06,628.559998,628.559998,611.710022,612.950012,612.950012,1056700000
2001-07-09,612.950012,620.190002,612.859985,618.289978,618.289978,1045700000
2001-07-10,618.289978,621.070007,607.590027,608.789978,608.789978,1263800000
2001-07-11,608.789978,610.950012,601.049988,607.01001,607.01001,1384100000
